resource_path	relationship	source_id	title	author_compiler	edition	publisher	publication_place	year	language	page_range	source_location	source_sha256	rights_status	ocr_engine	ocr_date	transcription_status	reviewer	review_date	unresolved_count	resource_bytes	resource_sha256	notes
resources/qaamuus/02-t.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	134683	aca442206523c78b7ed4e271935ded9def96ed17e30d63e35e8f77cea1921deb	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/03-j.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	116931	4a6653f6e66b74945f7fa1b47dd7fbd29eee229af3db4753aa1d58537b57d0cd	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/04-x.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	137733	bd329b9c6e5db9f423ba3b22635db5dcc4255900487e7c51ec2cf8e3d73fe7fe	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/05-kh.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	23995	46d48d1211bfc50ea02a67d4b18a85398ff2379615a7b1059ca572c4d0299f0d	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/06-d.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	275571	660504d0895d346069949397a4a69f684cd7c4cf661d88988bb98f874dc9c9b7	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/07-r.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	86749	f9d4b14d07f0534d2de13ec3552bbf4bfe0956c6879a459c295e055a7b69acae	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/08-s.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	185214	5a4d682e5d14ce115890e5044a27052273450c95a38a57fd50f1643ec6d951a6	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/09-sh.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	75140	9ba25d25d81ee9a03c24d39a9b86ee7b073773db134d64b07ec1a71f6dc086fe	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/10-dh.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	199768	6b28ea5f378013f1c13d2547ed8f722c0fe4280b5cfeb0598a86d4cf63b9b915	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/11-c.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	210192	097a315bd479cf1b8b34bde2a7c75de4d1831f563da4e54289235cedb72bf7ea	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/12-g.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	216447	8263e890dc1c237f86f092bb7f3ebbfbc80b7720897524e1609d8a594b797917	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/13-f.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	154049	78ba5451b8339ecafc91b51301c26c0669d281c47adf01deb691dcd223b1e961	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/14-q.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	191084	0f420d24c4afac54cb6291c5878a3ed0bb43ee8cf415e9b293090aa6c3049614	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/15-k.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	155160	c2d7eb106e263ee6ac8ebbde63d8345540a48ce2bf662770959c03c6d0995b40	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/16-l.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	99380	663e6639825cb5aed573c9c5c8f82d76f6f4b34fbc9a6105e9d72075c89bec9c	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/17-m.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	291704	3e40369bd5d8b7af61917e2ab8762fbd4bf4d0f8b30ffd089e3012a3873ca2ec	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/18-n.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	76411	f407f33307e518adfd0582b3495dbe7957e677a94eeceba3de21583ea56bec0f	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/19-w.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	87269	3112e88301e29a529547210e8b359df05fa9f26b0fc343d782880deea6567f09	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/20-h.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	194631	552e534053a15e89e0be6c32ca98b83ab9c060b091572b1ad8c63720727abf58	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/21-y.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	24687	ed5d26f4ecff53351efbfb5ed595d511c6852c70b93a46f2ff50fed37f3330e8	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/22-a.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	173437	103f005ceece9d59bae4ffc6e1132f44d9adfec789163fb3e9bead3b8e699481	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/23-e.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	19133	80aa6808428967fa968d65b58a8936e558551a70cde3bd5f136c9bb1b728d88e	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/24-i.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	101816	aa387b123ce52b4906cf0416777fec712791743b964e9cb3f8d7aea0e743f5b1	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/25-o.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	21787	2d4d82028cc902977e8b9e4c9dad686d3e63461ad217f79a908df0f705a61dbc	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/26-u.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	31937	fd7dc75e178e24adf31bd942eedb3d3ddea15aeb3e8a19bb5ff9bf8e3ce04e6c	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/27-aa.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	18308	afad3252a0a8461be4eb59d776458cd08c7b6afd4f0ba61246b4ad94cb307b32	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/28-ee.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	5461	3d0b3ecdb203074ce64e4c717229deced100b2688ea49b52213055beefd4eeef	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/29-ii.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3353	a3d2f07234dd328466559dda39195755c51ab79816b850dd2bc472dc661ef3cd	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/30-oo.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	9827	ed32f0edd36c5280f5dde817d178cf63c809f1e79413f59bc1d392dcede48564	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/31-uu.md	direct_transcription	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	9375	10b04536067f162aa3b744823a440478e4441a24d500ba0639bea96a17048071	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/qaamuus/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	2034	926f656143bf57fddadcad0b47b1d352da7b504f3e5cb47fa6f8362169399d6a	Project-authored collection metadata; not source-book text
resources/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	7556	d197e2da4a2e8fa576c8791238ead6907e5047317d8002583271a373bffdf6fc	Project-authored collection metadata; not source-book text
resources/suugaan/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	3918	b5094d5536dd7ba49842dd063e0c51ae00a6f56501b664f5a34774eef1d8cbe6	Project-authored collection metadata; not source-book text
resources/suugaan/01-maahmaahyada.md	direct_transcription	SRC-SUU-001	Qaamuuska Maahmaahyada Soomaalyeed	Georgi Kapchits	unknown	unknown	unknown	1998	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	250096	805c4af73bf28accae44d044825d47054cce2cdb1ed039896a020aea572d414b	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/02-murtida.md	direct_transcription	SRC-SUU-002	Qaamuuska Murtida	Maxamed Xuseen Hadi	unknown	unknown	unknown	1996	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	7181	dfa62385c477f3b1731e1613e6ab17adb316f664181a3f42ec2d30cbf2a6e8ad	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/03-xikmad-soomaali.md	direct_transcription	SRC-SUU-003	Xikmad Soomaali	Muuse Xaaji Ismaaciil Galaal	unknown	unknown	unknown	1956	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	14113	1c435cfa0bd479056cd1e29e41c50bc01817c22b20d902419e3700c3b956bd28	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/04-sheekooyin-soomaaliyeed.md	direct_transcription	SRC-SUU-004	Sheekooyin Soomaaliyeed	Muuse Cumar Islaam	unknown	unknown	unknown	1973	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	73986	4183bdda6493d00e4df6be90f61f86140f89a592237587acdd1eec53b36f6a33	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/05-sheekooyin-laysku-soo-ururshay.md	direct_transcription	SRC-SUU-005	Sheekooyin laysku soo ururshay	Maxamuud Maxamed Cilmi	unknown	unknown	unknown	1978	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	64307	fdfcaaa42cc809dbb4833b2060389dc25d4178c289771de12a700f2104a61bd0	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/06-sheekooyin-fogaan-iyo-dhowaan.md	direct_transcription	SRC-SUU-006	Sheekooyin fogaan iyo dhowaan ba leh	Maxamed Faarax Cabdillaahi	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	79555	7b5816d233259eb9769be4e6d74ac443d50f4a3fa4cd86d5a1679fb1f0dce77e	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/07-hal-ka-haleel.md	direct_transcription	SRC-SUU-007	Hal Ka Haleel	Maxamed Baashe X. Xasan	unknown	unknown	unknown	2004	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	421207	14304a441caa1dd241b79702446bdc7f6c394db6605be2089e5f9d55697abcad	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/08-qiso-kalgacal.md	direct_transcription	SRC-SUU-008	Qiso kalgacal	M.A. Gurhan	unknown	unknown	unknown	1983	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	117518	5c91536350dc420b9a2fabd76630f45be1aa19c07f7614a1130a0bc4d3219f4f	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/09-rooxaan.md	direct_transcription	SRC-SUU-009	Rooxaan	Jaalle Shire J. Axmed	unknown	unknown	unknown	1973	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	24980	9b7f363697d0b8f253df3a9e4c74c12f4f552992a7ac383acbf0fb940ddf5e5c	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/10-dhaartii-dhabta-ahayd.md	direct_transcription	SRC-SUU-010	Dhaartii dhabta ahayd	Maxamed Nuur Xasan (Shareeco)	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	84593	edabd09796b45200f92d7d108d874779548314f2130f5b889a56330bdfcff221	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/11-hubsiimo-laan.md	direct_transcription	SRC-SUU-011	Hubsiimo la'aan	Maxamed Guuleed Aadan (Seyga)	unknown	unknown	unknown	1968	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	138286	a76d766ceccd89cf5d43d1a61710c3a693dae50a55760bf2a100fc7e03f9ceab	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/12-bisaddii-bubaysta.md	direct_transcription	SRC-SUU-012	Bisaddii Bubaysta	Xasan Aw Daahir Qaalib (translator)	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	216791	bb752169442dd9030591631f4f31cbea75ececa3cafff3dd97cbfb9400a6a717	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/13-xeebtii-dahabka.md	direct_transcription	SRC-SUU-013	Xeebtii Dahabka iyo Waayihii Saxardiid	Xasan Aw Daahir Qaalib	unknown	unknown	unknown	1977	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	99382	e9b3819e948f7513d648534b7230e43f2e2f0e2b9c5b8f9880b4e1e8a0bee15b	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/14-hal-karaan-hadrawi.md	direct_transcription	SRC-SUU-014	Hal-Karaan	Maxamed Ibraahim Warsame (Hadraawi)	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	348529	295382b983004e06e1410f7190fcbecffc3ab6c00a7bbcde48a5498292099287	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/15-dugsiga-fasalka-1aad-1976.md	direct_transcription	SRC-SUU-015	Suugaan - Dugsiga Sare, Fasalka Koowaad	unknown	unknown	unknown	unknown	1976	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	145605	f9cfaf5d950117beade7efe034370cc084852acb18336431bf43c371c13dd1dd	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/16-dugsiga-fasalka-1aad-1983.md	direct_transcription	SRC-SUU-016	Suugaan - Fasalka Koowaad	unknown	unknown	unknown	unknown	1983	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	157192	c21e3e609682654c329630e9e1e8d3bbb408913ed8e7c4e33bd7ffb523888dad	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/17-dugsiga-fasalka-4aad.md	direct_transcription	SRC-SUU-017	Suugaanta - Fasalka Afraad	unknown	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	95096	b84645f64b53d47ff288490948404413c9262faf0c69807324f32023ff427c60	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/18-dugsiga-fasalka-4aad-buugga.md	direct_transcription	SRC-SUU-018	Buugga Suugaanta - Dugsiga Sare, Fasalka Afraad	unknown	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	147242	0cb0fd07edcf8c382f7e6d018f04c515541322f01d5dda43372ab1fed7a279ce	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/19-dugsiga-fasalka-5aad.md	direct_transcription	SRC-SUU-019	Suugaanta - Fasalka Shanaad	unknown	unknown	unknown	unknown	unknown	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	105278	050e25c032df3f0b3898f4e545bc76201787f98bb287f3e41f03b0751300403e	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/20-suugaanta-carruurta.md	direct_transcription	SRC-SUU-020	Suugaanta Carruurta	Dahabo Faarax Xasan; Axmed Faarax Cali (Idaajaa)	unknown	unknown	unknown	1976	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	232863	601b6f4beefc443e6b1ffb50fdc5c21113e8241a5f872d17e7fb133c7e72200d	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/21-suugaanta-dhallaanka.md	direct_transcription	SRC-SUU-021	Suugaanta dhallaanka	Aamina X. Aadan	unknown	unknown	unknown	1987	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	55395	11f9955135cf521fbaf94830e66e556e837de04b2f9da44b4be6a5ad16947efb	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/22-suugaanta-soomaaliyeed.md	direct_transcription	SRC-SUU-022	Suugaanta Soomaaliyeed	Maxamed Ibraahim Warsame (Hadraawi)	unknown	unknown	unknown	1992	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	27569	0995d4604c8de9f5244b3286653108ab26f969c73ab17717aa810d5d570511d2	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/23-ina-cabdille-xasan.md	direct_transcription	SRC-SUU-023	Ina Cabdille Xasan	Yaasiin Cismaan Keenadiid	unknown	unknown	unknown	1983	Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	209	4d4b0b51749c6ebbaff1ad65a07f5c5cae20cedece4479243905f76e6be3212b	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/24-maanso-terminology.md	direct_transcription	SRC-SUU-024	Maanso Structure and Content (Chart A)	Ahmed Adan Ahmed	unknown	unknown	unknown	c. 1979-1980	English;Somali	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3374	a40741f264dbd3ba3f6720fa7fe30c350f00191af21c13f6a54ec07318e1e80f	Exact source scan absent; page mapping and source verification blocked by M-100 and M-101
resources/suugaan/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	3028	8569ad190be20ef26de936e17805099d52d6fd5821b64e84001cf09df746e908	Project-authored collection metadata; not source-book text
resources/wordlists/00-sources.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	1508	63407632c0ffc795d9495c5478a8d4aa46ba2b85e74efabab1a57d418ad44997	Project-authored collection metadata; not source-book text
resources/wordlists/01-b.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	40496	493df1aa7fabba9988d6993bd50cbb4ca4638c52f87971026fe72accd20b2784	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/02-t.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	22030	58a2cad1f5513276df573dbfd3511e7bd15e65231579d1ee8d798342b7262640	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/03-j.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	19123	f8f20f38559b686e88b9f12d63ac53b52c446cf7e8e9322b4e2924fc1a870127	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/04-x.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	22363	85252ecbd39ff5ebf45410970e62e0aefd51c8aef00284fff0b1676eddbcd29b	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/05-kh.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4467	33a4ab30c5cdb920007bda8e2cd3fe2007a0399d8c8d08a3739f4009a2463267	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/06-d.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	47314	b740c87a8b22b2f781754f3ae3222b3120b9babd876dcd806b5d0218eaa7d07f	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/07-r.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	14085	46feafe5d7ea88373f6d1f3b7a824ba1825a1ab94f9aa5d8cf7630a97db0ef12	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
